numeric__age,numeric__bmi,numeric__heart_rate_bpm,numeric__skin_temperature_c,numeric__spo2_percent,numeric__respiratory_rate,numeric__steps_count,numeric__movement_speed_kmh,numeric__gesture_count,numeric__noise_level_db,numeric__light_level_lux,numeric__sleep_hours,numeric__screen_time_hours,numeric__social_interactions,numeric__stress_level,numeric__caffeine_intake_mg,numeric__attention_score,numeric__reaction_time_ms,numeric__mood_score,categorical__gender_Female,categorical__gender_Male,categorical__activity_level_Light,categorical__activity_level_Moderate,categorical__activity_level_Sedentary,categorical__activity_level_Vigorous,categorical__posture_Lying,categorical__posture_Sitting,categorical__posture_Standing,categorical__posture_Walking,categorical__time_of_day_Afternoon,categorical__time_of_day_Evening,categorical__time_of_day_Morning,categorical__time_of_day_Night,categorical__location_type_Gym,categorical__location_type_Home,categorical__location_type_Office,categorical__location_type_Outdoor,behavior_score
0.8129591733286459,-0.11193627104137717,-1.1115573726592611,-0.02985483774629404,0.3100991071774664,1.526565867926332,1.0551013080970262,-0.446307104831723,-1.7152460075175118,0.22597662662150675,1.6067999692880208,-0.35336774026211826,0.7902428993724601,0.5792741525298559,0.7624801809410108,-0.4683884605356765,-1.7763779415153544,0.9743462598701357,-1.5586867032241427,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,20.88
1.6805783551094848,1.1357610176363981,1.2824111243398268,2.930955517258878,1.4586143189458474,-0.5555880778699831,1.7266982124501784,-0.9301916659777035,-1.1571928918910084,-1.4837343496434812,1.3395579008303062,-1.1165810021673384,-0.17667381304748106,-0.12866859422218316,0.0007617184624784484,-0.8898285006073667,1.0868033351042359,0.03269741634704971,-0.0003895742822356069,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,65.19
0.14555980272800056,2.4853111462062367,1.2824111243398268,0.21687935850414136,0.3100991071774664,-0.20856242023726393,0.11027217260963168,0.7803827036874731,-0.5991397762645048,1.6998653992637378,-1.3645098708010424,-0.6925736344422158,0.1557038068468736,-1.5445540877262616,0.3816209497017446,-1.1145965219789349,-1.17360293591123,0.13222127785761978,-1.1691124209886659,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49.8
-0.7887993161129029,-0.6212004705016935,0.5894202436295646,1.6972845360067186,-0.26415849870672403,-1.2496393931354215,-0.054063154811688,-0.6797601825775909,-1.7152460075175118,0.8155321356783991,-1.0550716862710572,-1.0317795286223141,0.12548765958375055,-1.0135970276622321,1.143339412180277,-0.587796471889322,-1.5252216891803028,1.6250792005161707,-1.1691124209886659,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,17.75
1.079918921568904,-0.5957372605286773,-1.4895523985012222,-2.2504626040001776,-1.412673710475105,-1.5966650507681408,0.49101534686408677,-1.1169541281743978,-1.575732728610886,0.75657658477271,1.5786692252398404,-0.5229706873521667,1.6362950227399082,-1.7215397744142713,-0.3800975127767877,0.3042516129290889,1.0868033351042359,-0.08213780847283883,-0.38996385651771237,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,40.94
-1.2559788755333545,0.982981757798303,-1.3005548855802416,1.2038161435058654,1.4586143189458474,1.179540210293613,0.3278679856650899,0.9544113616434837,1.4935594073348835,-0.7173121878695211,0.6925507877221553,0.24024257455305337,-0.47883528567871264,-0.12866859422218316,0.3816209497017446,-1.1426925246503807,-0.9726779340431888,1.3571303426030976,-0.38996385651771237,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,57.26
-0.38835969375251567,0.6010336082030657,0.3374235597349237,-0.27658903399672946,-0.8384161045909145,-1.5966650507681408,1.3489249537515304,-0.6542925740962234,0.028669978815311713,-0.7762677387752103,0.5870604975414784,0.9186543629132492,-1.0227259364149297,-0.305654280910193,-0.7609567440160538,-1.2410285340004419,-1.2238341863782405,-0.9548855171039917,-0.38996385651771237,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,55.05
0.8129591733286459,1.797804476934809,1.2194119533661667,-2.0037284077497595,-0.26415849870672403,-0.5555880778699831,1.2950704850062305,1.3916053072402907,0.37745317608187645,1.4640431956409807,-0.3939992011388158,0.9186543629132492,1.4247819918980464,-1.3675684010382516,0.7624801809410108,-0.23659643849624687,0.7854158323021737,-1.5979627760953676,0.778758990188718,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,60.31
-0.5218395678726447,0.4991807683110029,1.4714086372608075,0.46361355475455923,0.3100991071774664,-1.2496393931354215,1.1659781555138202,1.141173823840178,0.028669978815311713,-1.7785121041719274,1.670094143396427,-1.2013824757123632,-1.1435905254674221,0.7562598392178658,-1.14181597525532,-1.634372571400686,1.6895783407083602,-0.03620371854488341,-1.5586867032241427,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,70.39
-0.25487981963238665,-0.442958000690582,-1.0485582016856008,-0.27658903399672946,1.4586143189458474,-0.5555880778699831,0.9085854740105485,1.1623968309079842,-0.1805999395446271,-0.3635788824353856,-1.4453857599395612,0.6642499422781758,1.1528366665299379,-1.1905827143502419,1.143339412180277,-0.3068364451748619,0.7854158323021737,-0.40367643796852676,1.1683332724241948,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,51.19
